run_seed,variant_name,layer_index,probe_name,probe_family,group_type,group_name,example_count,test_accuracy,test_accuracy_polarity_invariant
11,pretrained,0,query_only,query_only,query_direction_type,hidden_positive,72,0.9305555555555556,0.9305555555555556
11,pretrained,0,query_only,query_only,query_direction_type,matched_negative,72,0.06944444444444445,0.9305555555555556
11,pretrained,0,query_only,query_only,query_distance_type,visible_5,60,0.5,0.5
11,pretrained,0,query_only,query_only,query_distance_type,visible_6,40,0.5,0.5
11,pretrained,0,query_only,query_only,query_distance_type,visible_7,44,0.5,0.5
11,pretrained,0,query_only,query_only,query_type,hidden_positive_visible_5,30,0.9666666666666667,0.9666666666666667
11,pretrained,0,query_only,query_only,query_type,hidden_positive_visible_6,20,0.9,0.9
11,pretrained,0,query_only,query_only,query_type,hidden_positive_visible_7,22,0.9090909090909091,0.9090909090909091
11,pretrained,0,query_only,query_only,query_type,matched_negative_visible_5,30,0.03333333333333333,0.9666666666666667
11,pretrained,0,query_only,query_only,query_type,matched_negative_visible_6,20,0.1,0.9
11,pretrained,0,query_only,query_only,query_type,matched_negative_visible_7,22,0.09090909090909091,0.9090909090909091
11,pretrained,0,query_only,query_only,relation_id,masked_balanced_triplet,144,0.5,0.5
11,pretrained,0,query_only,query_only,template_family_id,balanced_align,72,0.5,0.5
11,pretrained,0,query_only,query_only,template_family_id,balanced_sync,72,0.5,0.5
11,pretrained,0,query_only,query_only,template_id,balanced_triplet_align_forward,42,0.5,0.5
11,pretrained,0,query_only,query_only,template_id,balanced_triplet_align_reverse,30,0.5,0.5
11,pretrained,0,query_only,query_only,template_id,balanced_triplet_sync_forward,44,0.5,0.5
11,pretrained,0,query_only,query_only,template_id,balanced_triplet_sync_reverse,28,0.5,0.5
11,pretrained,0,exact_r1,exact,query_direction_type,hidden_positive,72,0.9305555555555556,0.9305555555555556
11,pretrained,0,exact_r1,exact,query_direction_type,matched_negative,72,0.027777777777777776,0.9722222222222222
11,pretrained,0,exact_r1,exact,query_distance_type,visible_5,60,0.5,0.5
11,pretrained,0,exact_r1,exact,query_distance_type,visible_6,40,0.45,0.55
11,pretrained,0,exact_r1,exact,query_distance_type,visible_7,44,0.4772727272727273,0.5227272727272727
11,pretrained,0,exact_r1,exact,query_type,hidden_positive_visible_5,30,0.9666666666666667,0.9666666666666667
11,pretrained,0,exact_r1,exact,query_type,hidden_positive_visible_6,20,0.85,0.85
11,pretrained,0,exact_r1,exact,query_type,hidden_positive_visible_7,22,0.9545454545454546,0.9545454545454546
11,pretrained,0,exact_r1,exact,query_type,matched_negative_visible_5,30,0.03333333333333333,0.9666666666666667
11,pretrained,0,exact_r1,exact,query_type,matched_negative_visible_6,20,0.05,0.95
11,pretrained,0,exact_r1,exact,query_type,matched_negative_visible_7,22,0.0,1.0
11,pretrained,0,exact_r1,exact,relation_id,masked_balanced_triplet,144,0.4791666666666667,0.5208333333333333
11,pretrained,0,exact_r1,exact,template_family_id,balanced_align,72,0.4722222222222222,0.5277777777777778
11,pretrained,0,exact_r1,exact,template_family_id,balanced_sync,72,0.4861111111111111,0.5138888888888888
11,pretrained,0,exact_r1,exact,template_id,balanced_triplet_align_forward,42,0.42857142857142855,0.5714285714285714
11,pretrained,0,exact_r1,exact,template_id,balanced_triplet_align_reverse,30,0.5333333333333333,0.5333333333333333
11,pretrained,0,exact_r1,exact,template_id,balanced_triplet_sync_forward,44,0.4772727272727273,0.5227272727272727
11,pretrained,0,exact_r1,exact,template_id,balanced_triplet_sync_reverse,28,0.5,0.5
11,pretrained,0,exact_r2,exact,query_direction_type,hidden_positive,72,0.5138888888888888,0.5138888888888888
11,pretrained,0,exact_r2,exact,query_direction_type,matched_negative,72,0.4027777777777778,0.5972222222222222
11,pretrained,0,exact_r2,exact,query_distance_type,visible_5,60,0.5333333333333333,0.5333333333333333
11,pretrained,0,exact_r2,exact,query_distance_type,visible_6,40,0.4,0.6
11,pretrained,0,exact_r2,exact,query_distance_type,visible_7,44,0.4090909090909091,0.5909090909090908
11,pretrained,0,exact_r2,exact,query_type,hidden_positive_visible_5,30,0.7,0.7
11,pretrained,0,exact_r2,exact,query_type,hidden_positive_visible_6,20,0.35,0.65
11,pretrained,0,exact_r2,exact,query_type,hidden_positive_visible_7,22,0.4090909090909091,0.5909090909090908
11,pretrained,0,exact_r2,exact,query_type,matched_negative_visible_5,30,0.36666666666666664,0.6333333333333333
11,pretrained,0,exact_r2,exact,query_type,matched_negative_visible_6,20,0.45,0.55
11,pretrained,0,exact_r2,exact,query_type,matched_negative_visible_7,22,0.4090909090909091,0.5909090909090908
11,pretrained,0,exact_r2,exact,relation_id,masked_balanced_triplet,144,0.4583333333333333,0.5416666666666667
11,pretrained,0,exact_r2,exact,template_family_id,balanced_align,72,0.4444444444444444,0.5555555555555556
11,pretrained,0,exact_r2,exact,template_family_id,balanced_sync,72,0.4722222222222222,0.5277777777777778
11,pretrained,0,exact_r2,exact,template_id,balanced_triplet_align_forward,42,0.4523809523809524,0.5476190476190477
11,pretrained,0,exact_r2,exact,template_id,balanced_triplet_align_reverse,30,0.43333333333333335,0.5666666666666667
11,pretrained,0,exact_r2,exact,template_id,balanced_triplet_sync_forward,44,0.5,0.5
11,pretrained,0,exact_r2,exact,template_id,balanced_triplet_sync_reverse,28,0.42857142857142855,0.5714285714285714
11,pretrained,0,exact_r4,exact,query_direction_type,hidden_positive,72,0.6111111111111112,0.6111111111111112
11,pretrained,0,exact_r4,exact,query_direction_type,matched_negative,72,0.4166666666666667,0.5833333333333333
11,pretrained,0,exact_r4,exact,query_distance_type,visible_5,60,0.5333333333333333,0.5333333333333333
11,pretrained,0,exact_r4,exact,query_distance_type,visible_6,40,0.5,0.5
11,pretrained,0,exact_r4,exact,query_distance_type,visible_7,44,0.5,0.5
11,pretrained,0,exact_r4,exact,query_type,hidden_positive_visible_5,30,0.6333333333333333,0.6333333333333333
11,pretrained,0,exact_r4,exact,query_type,hidden_positive_visible_6,20,0.65,0.65
11,pretrained,0,exact_r4,exact,query_type,hidden_positive_visible_7,22,0.5454545454545454,0.5454545454545454
11,pretrained,0,exact_r4,exact,query_type,matched_negative_visible_5,30,0.43333333333333335,0.5666666666666667
11,pretrained,0,exact_r4,exact,query_type,matched_negative_visible_6,20,0.35,0.65
11,pretrained,0,exact_r4,exact,query_type,matched_negative_visible_7,22,0.45454545454545453,0.5454545454545454
11,pretrained,0,exact_r4,exact,relation_id,masked_balanced_triplet,144,0.5138888888888888,0.5138888888888888
11,pretrained,0,exact_r4,exact,template_family_id,balanced_align,72,0.5694444444444444,0.5694444444444444
11,pretrained,0,exact_r4,exact,template_family_id,balanced_sync,72,0.4583333333333333,0.5416666666666667
11,pretrained,0,exact_r4,exact,template_id,balanced_triplet_align_forward,42,0.5714285714285714,0.5714285714285714
11,pretrained,0,exact_r4,exact,template_id,balanced_triplet_align_reverse,30,0.5666666666666667,0.5666666666666667
11,pretrained,0,exact_r4,exact,template_id,balanced_triplet_sync_forward,44,0.45454545454545453,0.5454545454545454
11,pretrained,0,exact_r4,exact,template_id,balanced_triplet_sync_reverse,28,0.4642857142857143,0.5357142857142857
11,pretrained,0,exact_r8,exact,query_direction_type,hidden_positive,72,0.5,0.5
11,pretrained,0,exact_r8,exact,query_direction_type,matched_negative,72,0.4861111111111111,0.5138888888888888
11,pretrained,0,exact_r8,exact,query_distance_type,visible_5,60,0.5166666666666667,0.5166666666666667
11,pretrained,0,exact_r8,exact,query_distance_type,visible_6,40,0.525,0.525
11,pretrained,0,exact_r8,exact,query_distance_type,visible_7,44,0.4318181818181818,0.5681818181818181
11,pretrained,0,exact_r8,exact,query_type,hidden_positive_visible_5,30,0.5666666666666667,0.5666666666666667
11,pretrained,0,exact_r8,exact,query_type,hidden_positive_visible_6,20,0.45,0.55
11,pretrained,0,exact_r8,exact,query_type,hidden_positive_visible_7,22,0.45454545454545453,0.5454545454545454
11,pretrained,0,exact_r8,exact,query_type,matched_negative_visible_5,30,0.4666666666666667,0.5333333333333333
11,pretrained,0,exact_r8,exact,query_type,matched_negative_visible_6,20,0.6,0.6
11,pretrained,0,exact_r8,exact,query_type,matched_negative_visible_7,22,0.4090909090909091,0.5909090909090908
11,pretrained,0,exact_r8,exact,relation_id,masked_balanced_triplet,144,0.4930555555555556,0.5069444444444444
11,pretrained,0,exact_r8,exact,template_family_id,balanced_align,72,0.5694444444444444,0.5694444444444444
11,pretrained,0,exact_r8,exact,template_family_id,balanced_sync,72,0.4166666666666667,0.5833333333333333
11,pretrained,0,exact_r8,exact,template_id,balanced_triplet_align_forward,42,0.5714285714285714,0.5714285714285714
11,pretrained,0,exact_r8,exact,template_id,balanced_triplet_align_reverse,30,0.5666666666666667,0.5666666666666667
11,pretrained,0,exact_r8,exact,template_id,balanced_triplet_sync_forward,44,0.38636363636363635,0.6136363636363636
11,pretrained,0,exact_r8,exact,template_id,balanced_triplet_sync_reverse,28,0.4642857142857143,0.5357142857142857
11,pretrained,0,exact_r16,exact,query_direction_type,hidden_positive,72,0.4861111111111111,0.5138888888888888
11,pretrained,0,exact_r16,exact,query_direction_type,matched_negative,72,0.4305555555555556,0.5694444444444444
11,pretrained,0,exact_r16,exact,query_distance_type,visible_5,60,0.5,0.5
11,pretrained,0,exact_r16,exact,query_distance_type,visible_6,40,0.475,0.525
11,pretrained,0,exact_r16,exact,query_distance_type,visible_7,44,0.38636363636363635,0.6136363636363636
11,pretrained,0,exact_r16,exact,query_type,hidden_positive_visible_5,30,0.6,0.6
11,pretrained,0,exact_r16,exact,query_type,hidden_positive_visible_6,20,0.5,0.5
11,pretrained,0,exact_r16,exact,query_type,hidden_positive_visible_7,22,0.3181818181818182,0.6818181818181819
11,pretrained,0,exact_r16,exact,query_type,matched_negative_visible_5,30,0.4,0.6
11,pretrained,0,exact_r16,exact,query_type,matched_negative_visible_6,20,0.45,0.55
11,pretrained,0,exact_r16,exact,query_type,matched_negative_visible_7,22,0.45454545454545453,0.5454545454545454
11,pretrained,0,exact_r16,exact,relation_id,masked_balanced_triplet,144,0.4583333333333333,0.5416666666666667
11,pretrained,0,exact_r16,exact,template_family_id,balanced_align,72,0.4861111111111111,0.5138888888888888
11,pretrained,0,exact_r16,exact,template_family_id,balanced_sync,72,0.4305555555555556,0.5694444444444444
11,pretrained,0,exact_r16,exact,template_id,balanced_triplet_align_forward,42,0.5,0.5
11,pretrained,0,exact_r16,exact,template_id,balanced_triplet_align_reverse,30,0.4666666666666667,0.5333333333333333
11,pretrained,0,exact_r16,exact,template_id,balanced_triplet_sync_forward,44,0.3409090909090909,0.6590909090909092
11,pretrained,0,exact_r16,exact,template_id,balanced_triplet_sync_reverse,28,0.5714285714285714,0.5714285714285714
11,pretrained,0,exact_r64,exact,query_direction_type,hidden_positive,72,0.4861111111111111,0.5138888888888888
11,pretrained,0,exact_r64,exact,query_direction_type,matched_negative,72,0.3888888888888889,0.6111111111111112
11,pretrained,0,exact_r64,exact,query_distance_type,visible_5,60,0.5166666666666667,0.5166666666666667
11,pretrained,0,exact_r64,exact,query_distance_type,visible_6,40,0.375,0.625
11,pretrained,0,exact_r64,exact,query_distance_type,visible_7,44,0.38636363636363635,0.6136363636363636
11,pretrained,0,exact_r64,exact,query_type,hidden_positive_visible_5,30,0.5333333333333333,0.5333333333333333
11,pretrained,0,exact_r64,exact,query_type,hidden_positive_visible_6,20,0.5,0.5
11,pretrained,0,exact_r64,exact,query_type,hidden_positive_visible_7,22,0.4090909090909091,0.5909090909090908
11,pretrained,0,exact_r64,exact,query_type,matched_negative_visible_5,30,0.5,0.5
11,pretrained,0,exact_r64,exact,query_type,matched_negative_visible_6,20,0.25,0.75
11,pretrained,0,exact_r64,exact,query_type,matched_negative_visible_7,22,0.36363636363636365,0.6363636363636364
11,pretrained,0,exact_r64,exact,relation_id,masked_balanced_triplet,144,0.4375,0.5625
11,pretrained,0,exact_r64,exact,template_family_id,balanced_align,72,0.4027777777777778,0.5972222222222222
11,pretrained,0,exact_r64,exact,template_family_id,balanced_sync,72,0.4722222222222222,0.5277777777777778
11,pretrained,0,exact_r64,exact,template_id,balanced_triplet_align_forward,42,0.35714285714285715,0.6428571428571428
11,pretrained,0,exact_r64,exact,template_id,balanced_triplet_align_reverse,30,0.4666666666666667,0.5333333333333333
11,pretrained,0,exact_r64,exact,template_id,balanced_triplet_sync_forward,44,0.4318181818181818,0.5681818181818181
11,pretrained,0,exact_r64,exact,template_id,balanced_triplet_sync_reverse,28,0.5357142857142857,0.5357142857142857
11,pretrained,0,pairwise,pairwise,query_direction_type,hidden_positive,72,0.3888888888888889,0.6111111111111112
11,pretrained,0,pairwise,pairwise,query_direction_type,matched_negative,72,0.5694444444444444,0.5694444444444444
11,pretrained,0,pairwise,pairwise,query_distance_type,visible_5,60,0.4666666666666667,0.5333333333333333
11,pretrained,0,pairwise,pairwise,query_distance_type,visible_6,40,0.5,0.5
11,pretrained,0,pairwise,pairwise,query_distance_type,visible_7,44,0.4772727272727273,0.5227272727272727
11,pretrained,0,pairwise,pairwise,query_type,hidden_positive_visible_5,30,0.36666666666666664,0.6333333333333333
11,pretrained,0,pairwise,pairwise,query_type,hidden_positive_visible_6,20,0.45,0.55
11,pretrained,0,pairwise,pairwise,query_type,hidden_positive_visible_7,22,0.36363636363636365,0.6363636363636364
11,pretrained,0,pairwise,pairwise,query_type,matched_negative_visible_5,30,0.5666666666666667,0.5666666666666667
11,pretrained,0,pairwise,pairwise,query_type,matched_negative_visible_6,20,0.55,0.55
11,pretrained,0,pairwise,pairwise,query_type,matched_negative_visible_7,22,0.5909090909090909,0.5909090909090909
11,pretrained,0,pairwise,pairwise,relation_id,masked_balanced_triplet,144,0.4791666666666667,0.5208333333333333
11,pretrained,0,pairwise,pairwise,template_family_id,balanced_align,72,0.4861111111111111,0.5138888888888888
11,pretrained,0,pairwise,pairwise,template_family_id,balanced_sync,72,0.4722222222222222,0.5277777777777778
11,pretrained,0,pairwise,pairwise,template_id,balanced_triplet_align_forward,42,0.35714285714285715,0.6428571428571428
11,pretrained,0,pairwise,pairwise,template_id,balanced_triplet_align_reverse,30,0.6666666666666666,0.6666666666666666
11,pretrained,0,pairwise,pairwise,template_id,balanced_triplet_sync_forward,44,0.4090909090909091,0.5909090909090908
11,pretrained,0,pairwise,pairwise,template_id,balanced_triplet_sync_reverse,28,0.5714285714285714,0.5714285714285714
11,pretrained,0,pairwise_plus_triadic,pairwise_plus_triadic,query_direction_type,hidden_positive,72,0.4861111111111111,0.5138888888888888
11,pretrained,0,pairwise_plus_triadic,pairwise_plus_triadic,query_direction_type,matched_negative,72,0.4027777777777778,0.5972222222222222
11,pretrained,0,pairwise_plus_triadic,pairwise_plus_triadic,query_distance_type,visible_5,60,0.4666666666666667,0.5333333333333333
11,pretrained,0,pairwise_plus_triadic,pairwise_plus_triadic,query_distance_type,visible_6,40,0.475,0.525
11,pretrained,0,pairwise_plus_triadic,pairwise_plus_triadic,query_distance_type,visible_7,44,0.38636363636363635,0.6136363636363636
11,pretrained,0,pairwise_plus_triadic,pairwise_plus_triadic,query_type,hidden_positive_visible_5,30,0.5333333333333333,0.5333333333333333
11,pretrained,0,pairwise_plus_triadic,pairwise_plus_triadic,query_type,hidden_positive_visible_6,20,0.45,0.55
11,pretrained,0,pairwise_plus_triadic,pairwise_plus_triadic,query_type,hidden_positive_visible_7,22,0.45454545454545453,0.5454545454545454
11,pretrained,0,pairwise_plus_triadic,pairwise_plus_triadic,query_type,matched_negative_visible_5,30,0.4,0.6
11,pretrained,0,pairwise_plus_triadic,pairwise_plus_triadic,query_type,matched_negative_visible_6,20,0.5,0.5
11,pretrained,0,pairwise_plus_triadic,pairwise_plus_triadic,query_type,matched_negative_visible_7,22,0.3181818181818182,0.6818181818181819
11,pretrained,0,pairwise_plus_triadic,pairwise_plus_triadic,relation_id,masked_balanced_triplet,144,0.4444444444444444,0.5555555555555556
11,pretrained,0,pairwise_plus_triadic,pairwise_plus_triadic,template_family_id,balanced_align,72,0.4861111111111111,0.5138888888888888
11,pretrained,0,pairwise_plus_triadic,pairwise_plus_triadic,template_family_id,balanced_sync,72,0.4027777777777778,0.5972222222222222
11,pretrained,0,pairwise_plus_triadic,pairwise_plus_triadic,template_id,balanced_triplet_align_forward,42,0.40476190476190477,0.5952380952380952
11,pretrained,0,pairwise_plus_triadic,pairwise_plus_triadic,template_id,balanced_triplet_align_reverse,30,0.6,0.6
11,pretrained,0,pairwise_plus_triadic,pairwise_plus_triadic,template_id,balanced_triplet_sync_forward,44,0.3181818181818182,0.6818181818181819
11,pretrained,0,pairwise_plus_triadic,pairwise_plus_triadic,template_id,balanced_triplet_sync_reverse,28,0.5357142857142857,0.5357142857142857
11,pretrained,0,triadic,triadic,query_direction_type,hidden_positive,72,0.3472222222222222,0.6527777777777778
11,pretrained,0,triadic,triadic,query_direction_type,matched_negative,72,0.5555555555555556,0.5555555555555556
11,pretrained,0,triadic,triadic,query_distance_type,visible_5,60,0.48333333333333334,0.5166666666666666
11,pretrained,0,triadic,triadic,query_distance_type,visible_6,40,0.5,0.5
11,pretrained,0,triadic,triadic,query_distance_type,visible_7,44,0.36363636363636365,0.6363636363636364
11,pretrained,0,triadic,triadic,query_type,hidden_positive_visible_5,30,0.4666666666666667,0.5333333333333333
11,pretrained,0,triadic,triadic,query_type,hidden_positive_visible_6,20,0.3,0.7
11,pretrained,0,triadic,triadic,query_type,hidden_positive_visible_7,22,0.22727272727272727,0.7727272727272727
11,pretrained,0,triadic,triadic,query_type,matched_negative_visible_5,30,0.5,0.5
11,pretrained,0,triadic,triadic,query_type,matched_negative_visible_6,20,0.7,0.7
11,pretrained,0,triadic,triadic,query_type,matched_negative_visible_7,22,0.5,0.5
11,pretrained,0,triadic,triadic,relation_id,masked_balanced_triplet,144,0.4513888888888889,0.5486111111111112
11,pretrained,0,triadic,triadic,template_family_id,balanced_align,72,0.5138888888888888,0.5138888888888888
11,pretrained,0,triadic,triadic,template_family_id,balanced_sync,72,0.3888888888888889,0.6111111111111112
11,pretrained,0,triadic,triadic,template_id,balanced_triplet_align_forward,42,0.42857142857142855,0.5714285714285714
11,pretrained,0,triadic,triadic,template_id,balanced_triplet_align_reverse,30,0.6333333333333333,0.6333333333333333
11,pretrained,0,triadic,triadic,template_id,balanced_triplet_sync_forward,44,0.3181818181818182,0.6818181818181819
11,pretrained,0,triadic,triadic,template_id,balanced_triplet_sync_reverse,28,0.5,0.5
11,pretrained,1,query_only,query_only,query_direction_type,hidden_positive,72,0.9444444444444444,0.9444444444444444
11,pretrained,1,query_only,query_only,query_direction_type,matched_negative,72,0.05555555555555555,0.9444444444444444
11,pretrained,1,query_only,query_only,query_distance_type,visible_5,60,0.5,0.5
11,pretrained,1,query_only,query_only,query_distance_type,visible_6,40,0.5,0.5
11,pretrained,1,query_only,query_only,query_distance_type,visible_7,44,0.5,0.5
11,pretrained,1,query_only,query_only,query_type,hidden_positive_visible_5,30,0.9666666666666667,0.9666666666666667
11,pretrained,1,query_only,query_only,query_type,hidden_positive_visible_6,20,0.95,0.95
11,pretrained,1,query_only,query_only,query_type,hidden_positive_visible_7,22,0.9090909090909091,0.9090909090909091
11,pretrained,1,query_only,query_only,query_type,matched_negative_visible_5,30,0.03333333333333333,0.9666666666666667
11,pretrained,1,query_only,query_only,query_type,matched_negative_visible_6,20,0.05,0.95
11,pretrained,1,query_only,query_only,query_type,matched_negative_visible_7,22,0.09090909090909091,0.9090909090909091
11,pretrained,1,query_only,query_only,relation_id,masked_balanced_triplet,144,0.5,0.5
11,pretrained,1,query_only,query_only,template_family_id,balanced_align,72,0.5,0.5
11,pretrained,1,query_only,query_only,template_family_id,balanced_sync,72,0.5,0.5
11,pretrained,1,query_only,query_only,template_id,balanced_triplet_align_forward,42,0.5,0.5
11,pretrained,1,query_only,query_only,template_id,balanced_triplet_align_reverse,30,0.5,0.5
11,pretrained,1,query_only,query_only,template_id,balanced_triplet_sync_forward,44,0.5,0.5
11,pretrained,1,query_only,query_only,template_id,balanced_triplet_sync_reverse,28,0.5,0.5
11,pretrained,1,exact_r1,exact,query_direction_type,hidden_positive,72,0.4444444444444444,0.5555555555555556
11,pretrained,1,exact_r1,exact,query_direction_type,matched_negative,72,0.375,0.625
11,pretrained,1,exact_r1,exact,query_distance_type,visible_5,60,0.38333333333333336,0.6166666666666667
11,pretrained,1,exact_r1,exact,query_distance_type,visible_6,40,0.35,0.65
11,pretrained,1,exact_r1,exact,query_distance_type,visible_7,44,0.5,0.5
11,pretrained,1,exact_r1,exact,query_type,hidden_positive_visible_5,30,0.43333333333333335,0.5666666666666667
